chr,pos,H,A,NA,valid_count,h_ratio,p_value
4,4,111,89,0,200,0.555,0.13736665086863079
4,5,111,89,0,200,0.555,0.13736665086863079
4,6,111,89,0,200,0.555,0.13736665086863079
4,7,111,89,0,200,0.555,0.13736665086863079
4,8,111,89,0,200,0.555,0.13736665086863079
4,9,111,89,0,200,0.555,0.13736665086863079
4,10,111,89,0,200,0.555,0.13736665086863079
4,11,111,89,0,200,0.555,0.13736665086863079
4,12,112,88,0,200,0.56,0.10363903843785738
4,13,111,89,0,200,0.555,0.13736665086863079
4,14,113,87,0,200,0.565,0.07683763213126037
4,15,113,87,0,200,0.565,0.07683763213126037
4,16,115,84,1,199,0.578,0.03318791559462737
4,17,115,85,0,200,0.575,0.04003719161339955
4,18,112,88,0,200,0.56,0.10363903843785738
4,19,110,90,0,200,0.55,0.17896403953325155
4,20,110,90,0,200,0.55,0.17896403953325155
4,21,110,87,3,197,0.558,0.11678744024535465
4,22,111,88,1,199,0.558,0.11864782596955128
4,23,114,86,0,200,0.57,0.05596574049426471
4,24,113,87,0,200,0.565,0.07683763213126037
4,25,112,87,1,199,0.563,0.0886302509061632
4,26,111,89,0,200,0.555,0.13736665086863079
4,27,111,89,0,200,0.555,0.13736665086863079
4,28,112,88,0,200,0.56,0.10363903843785738
4,29,112,88,0,200,0.56,0.10363903843785738
4,30,113,85,2,198,0.571,0.05473387935217155
4,31,113,87,0,200,0.565,0.07683763213126037
4,32,110,90,0,200,0.55,0.17896403953325155
4,33,111,89,0,200,0.555,0.13736665086863079
4,34,109,90,1,199,0.548,0.2018426032987927
4,35,108,90,2,198,0.545,0.22690555254948575
4,36,106,92,2,198,0.535,0.35558517636599557
4,37,103,97,0,200,0.515,0.7237710263128071
4,38,97,99,4,196,0.495,0.9430808925651967
5,1,104,95,1,199,0.523,0.5707535104620824
5,2,100,98,2,198,0.505,0.9433683628047678
5,3,99,99,2,198,0.5,1.0
5,4,100,100,0,200,0.5,1.0
5,5,98,100,2,198,0.495,0.9433683628047678
5,6,99,101,0,200,0.495,0.9436515209907435
5,7,95,104,1,199,0.477,0.5707535104620824
5,8,95,105,0,200,0.475,0.5246223557223155
5,9,96,104,0,200,0.48,0.6207289280968303
5,10,95,104,1,199,0.477,0.5707535104620824
5,11,95,105,0,200,0.475,0.5246223557223155
5,12,94,104,2,198,0.475,0.5225360220908681
5,13,96,103,1,199,0.482,0.6707043457315792
5,14,95,105,0,200,0.475,0.5246223557223155
5,15,96,104,0,200,0.48,0.6207289280968303
5,16,94,106,0,200,0.47,0.4367534895513286
5,17,96,103,1,199,0.482,0.6707043457315792
5,18,97,103,0,200,0.485,0.7237710263128071
5,19,96,102,2,198,0.485,0.722437692629862
5,20,97,103,0,200,0.485,0.7237710263128071
5,21,98,102,0,200,0.49,0.8320703744377604
5,22,98,102,0,200,0.49,0.8320703744377604
5,23,97,103,0,200,0.485,0.7237710263128071
5,24,97,103,0,200,0.485,0.7237710263128071
5,25,97,103,0,200,0.485,0.7237710263128071
5,26,97,103,0,200,0.485,0.7237710263128071
5,27,97,103,0,200,0.485,0.7237710263128071
5,28,97,103,0,200,0.485,0.7237710263128071
5,29,97,103,0,200,0.485,0.7237710263128071
5,30,97,103,0,200,0.485,0.7237710263128071
5,31,97,103,0,200,0.485,0.7237710263128071
5,32,97,103,0,200,0.485,0.7237710263128071
5,33,96,103,1,199,0.482,0.6707043457315792
5,34,97,103,0,200,0.485,0.7237710263128071
5,35,97,103,0,200,0.485,0.7237710263128071
5,36,98,102,0,200,0.49,0.8320703744377604
5,37,98,102,0,200,0.49,0.8320703744377604
5,38,96,104,0,200,0.48,0.6207289280968303
5,39,95,103,2,198,0.48,0.618970998833298
5,40,96,104,0,200,0.48,0.6207289280968303
5,41,96,104,0,200,0.48,0.6207289280968303
5,42,96,104,0,200,0.48,0.6207289280968303
5,43,97,103,0,200,0.485,0.7237710263128071
5,44,94,106,0,200,0.47,0.4367534895513286
5,45,92,107,1,199,0.462,0.3209904031288928
5,46,93,106,1,199,0.467,0.39501577812011107
5,47,92,108,0,200,0.46,0.2888204971747663
5,48,90,109,1,199,0.452,0.2018426032987927
5,49,90,110,0,200,0.45,0.17896403953325155
5,50,91,108,1,199,0.457,0.2566505912206386
5,51,95,105,0,200,0.475,0.5246223557223155
5,52,96,103,1,199,0.482,0.6707043457315792
5,53,96,102,2,198,0.485,0.722437692629862
5,54,99,96,5,195,0.508,0.8861617851303953
