chr,pos,H,A,NA,valid_count,h_ratio,p_value
3,21,60,86,0,146,0.411,0.038179441579785325
3,22,59,87,0,146,0.404,0.025111377256256735
3,23,60,86,0,146,0.411,0.038179441579785325
3,24,60,86,0,146,0.411,0.038179441579785325
3,25,60,86,0,146,0.411,0.038179441579785325
3,26,60,75,11,135,0.444,0.2281034780660134
3,27,60,86,0,146,0.411,0.038179441579785325
3,28,60,86,0,146,0.411,0.038179441579785325
3,29,60,86,0,146,0.411,0.038179441579785325
3,30,60,86,0,146,0.411,0.038179441579785325
3,31,60,86,0,146,0.411,0.038179441579785325
3,32,60,86,0,146,0.411,0.038179441579785325
3,33,58,88,0,146,0.397,0.016098919102099086
3,34,55,89,2,144,0.382,0.005768823852925175
3,35,55,91,0,146,0.377,0.0036247809875379895
3,36,55,91,0,146,0.377,0.0036247809875379895
3,37,54,91,1,145,0.372,0.002668208016826771
3,38,57,89,0,146,0.39,0.010056475566925313
3,39,57,88,1,145,0.393,0.012456898341172416
3,40,60,86,0,146,0.411,0.038179441579785325
3,41,65,81,0,146,0.445,0.21431491737771177
3,42,65,81,0,146,0.445,0.21431491737771177
3,43,65,81,0,146,0.445,0.21431491737771177
3,44,66,80,0,146,0.452,0.2819365341298733
3,45,66,79,1,145,0.455,0.3189894748159891
3,46,67,79,0,146,0.459,0.36267876308767727
3,47,70,75,1,145,0.483,0.7398815747182798
4,1,79,64,3,143,0.552,0.24160419524510135
4,2,77,65,4,142,0.542,0.35599982591510787
4,3,78,67,1,145,0.538,0.40636805135936543
4,4,78,68,0,146,0.534,0.45648223496512574
4,5,78,68,0,146,0.534,0.45648223496512574
4,6,78,68,0,146,0.534,0.45648223496512574
4,7,78,68,0,146,0.534,0.45648223496512574
4,8,78,68,0,146,0.534,0.45648223496512574
4,9,78,68,0,146,0.534,0.45648223496512574
4,10,78,68,0,146,0.534,0.45648223496512574
4,11,79,67,0,146,0.541,0.36267876308767727
4,12,78,67,1,145,0.538,0.40636805135936543
4,13,80,66,0,146,0.548,0.2819365341298733
4,14,79,67,0,146,0.541,0.36267876308767727
4,15,80,66,0,146,0.548,0.2819365341298733
4,16,80,66,0,146,0.548,0.2819365341298733
4,17,79,67,0,146,0.541,0.36267876308767727
4,18,80,66,0,146,0.548,0.2819365341298733
4,19,78,67,1,145,0.538,0.40636805135936543
4,20,78,68,0,146,0.534,0.45648223496512574
4,21,77,69,0,146,0.527,0.5625209423048497
4,22,76,70,0,146,0.521,0.6791635203785475
4,23,70,76,0,146,0.479,0.6791635203785475
4,24,69,77,0,146,0.473,0.5625209423048497
4,25,70,76,0,146,0.479,0.6791635203785475
4,26,67,78,1,145,0.462,0.40636805135936543
4,27,67,79,0,146,0.459,0.36267876308767727
4,28,67,79,0,146,0.459,0.36267876308767727
4,29,65,78,3,143,0.455,0.31562489744334127
4,30,67,79,0,146,0.459,0.36267876308767727
4,31,64,81,1,145,0.441,0.18374624131166653
4,32,65,81,0,146,0.445,0.21431491737771177
4,33,67,78,1,145,0.462,0.40636805135936543
4,34,68,77,1,145,0.469,0.5065964185708862
4,35,69,77,0,146,0.473,0.5625209423048497
4,36,66,77,3,143,0.462,0.40310390913216987
4,37,65,80,1,145,0.448,0.24488359344375712
4,38,65,81,0,146,0.445,0.21431491737771177
5,1,86,59,1,145,0.593,0.030481814649487685
5,2,85,61,0,146,0.582,0.056603269970333596
5,3,83,62,1,145,0.572,0.09639401732287696
5,4,84,62,0,146,0.575,0.08186174437673059
5,5,81,64,1,145,0.559,0.18374624131166653
5,6,83,62,1,145,0.572,0.09639401732287696
5,7,83,61,2,144,0.576,0.07975707036384036
5,8,85,61,0,146,0.582,0.056603269970333596
5,9,85,61,0,146,0.582,0.056603269970333596
5,10,84,62,0,146,0.575,0.08186174437673059
5,11,82,63,1,145,0.566,0.13468540318097638
5,12,83,63,0,146,0.568,0.11553971025192701
5,13,84,62,0,146,0.575,0.08186174437673059
5,14,85,61,0,146,0.582,0.056603269970333596
5,15,86,60,0,146,0.589,0.038179441579785325
5,16,85,60,1,145,0.586,0.04587706851008294
5,17,85,61,0,146,0.582,0.056603269970333596
5,18,84,61,1,145,0.579,0.06732947143058461
5,19,83,61,2,144,0.576,0.07975707036384036
5,20,84,62,0,146,0.575,0.08186174437673059
5,21,84,62,0,146,0.575,0.08186174437673059
5,22,84,62,0,146,0.575,0.08186174437673059
5,23,84,62,0,146,0.575,0.08186174437673059
5,24,84,62,0,146,0.575,0.08186174437673059
5,25,84,62,0,146,0.575,0.08186174437673059
5,26,84,62,0,146,0.575,0.08186174437673059
5,27,84,62,0,146,0.575,0.08186174437673059
5,28,83,63,0,146,0.568,0.11553971025192701
5,29,83,62,1,145,0.572,0.09639401732287696
5,30,82,64,0,146,0.562,0.15921582224632175
5,31,82,64,0,146,0.562,0.15921582224632175
5,32,82,64,0,146,0.562,0.15921582224632175
5,33,83,63,0,146,0.568,0.11553971025192701
5,34,83,63,0,146,0.568,0.11553971025192701
5,35,83,63,0,146,0.568,0.11553971025192701
5,36,83,61,2,144,0.576,0.07975707036384036
5,37,85,61,0,146,0.582,0.056603269970333596
5,38,85,61,0,146,0.582,0.056603269970333596
5,39,83,63,0,146,0.568,0.11553971025192701
5,40,83,62,1,145,0.572,0.09639401732287696
5,41,82,64,0,146,0.562,0.15921582224632175
5,42,81,64,1,145,0.559,0.18374624131166653
5,43,82,64,0,146,0.562,0.15921582224632175
5,44,80,66,0,146,0.548,0.2819365341298733
5,45,77,69,0,146,0.527,0.5625209423048497
5,46,73,71,2,144,0.507,0.933624953548803
5,47,73,73,0,146,0.5,1.0
5,48,74,72,0,146,0.507,0.9340795771546334
5,49,76,70,0,146,0.521,0.6791635203785475
5,50,79,67,0,146,0.541,0.36267876308767727
5,51,79,67,0,146,0.541,0.36267876308767727
5,52,78,67,1,145,0.538,0.40636805135936543
5,53,79,66,1,145,0.545,0.3189894748159891
5,54,80,66,0,146,0.548,0.2819365341298733
