chr,pos,H,A,NA,valid_count,h_ratio,p_value
1,46,90,85,1,175,0.514,0.7624694402612479
1,47,90,86,0,176,0.511,0.8211772774694054
1,48,89,86,1,175,0.509,0.8798851146775633
1,49,90,86,0,176,0.511,0.8211772774694054
1,50,90,86,0,176,0.511,0.8211772774694054
1,51,89,87,0,176,0.506,0.9399425573387807
1,52,86,90,0,176,0.489,0.8211772774694054
1,53,86,90,0,176,0.489,0.8211772774694054
1,54,87,89,0,176,0.494,0.9399425573387807
1,55,87,89,0,176,0.494,0.9399425573387807
1,56,85,91,0,176,0.483,0.7063708402623409
1,57,85,91,0,176,0.483,0.7063708402623409
1,58,84,89,3,173,0.486,0.7611429709016686
1,59,84,89,3,173,0.486,0.7611429709016686
1,60,84,92,0,176,0.477,0.597872449055666
1,61,82,93,1,175,0.469,0.4497860825989258
2,1,94,81,1,175,0.537,0.3643883864089852
2,2,93,76,7,169,0.55,0.2182936219850504
2,3,87,86,3,173,0.503,1.0
2,4,88,88,0,176,0.5,1.0
2,5,88,88,0,176,0.5,1.0
2,6,87,89,0,176,0.494,0.9399425573387807
2,7,87,89,0,176,0.494,0.9399425573387807
2,8,87,89,0,176,0.494,0.9399425573387807
2,9,87,89,0,176,0.494,0.9399425573387807
2,10,87,89,0,176,0.494,0.9399425573387807
2,11,87,89,0,176,0.494,0.9399425573387807
2,12,87,89,0,176,0.494,0.9399425573387807
2,13,87,89,0,176,0.494,0.9399425573387807
2,14,86,89,1,175,0.491,0.8798851146775633
2,15,87,89,0,176,0.494,0.9399425573387807
2,16,88,87,1,175,0.503,1.0
2,17,86,87,3,173,0.497,1.0
2,18,87,88,1,175,0.497,1.0
2,19,87,88,1,175,0.497,1.0
2,20,90,86,0,176,0.511,0.8211772774694054
2,21,89,87,0,176,0.506,0.9399425573387807
2,22,88,87,1,175,0.503,1.0
2,23,87,89,0,176,0.494,0.9399425573387807
2,24,85,90,1,175,0.486,0.7624694402612479
2,25,85,91,0,176,0.483,0.7063708402623409
2,26,86,90,0,176,0.489,0.8211772774694054
2,27,85,90,1,175,0.486,0.7624694402612479
2,28,85,91,0,176,0.483,0.7063708402623409
2,29,86,90,0,176,0.489,0.8211772774694054
2,30,86,90,0,176,0.489,0.8211772774694054
2,31,86,90,0,176,0.489,0.8211772774694054
2,32,85,91,0,176,0.483,0.7063708402623409
2,33,84,92,0,176,0.477,0.597872449055666
2,34,84,91,1,175,0.48,0.6502722402634351
2,35,83,89,4,172,0.483,0.7031386893685866
2,36,86,90,0,176,0.489,0.8211772774694054
2,37,82,93,1,175,0.469,0.4497860825989258
2,38,81,95,0,176,0.46,0.32714045509209616
2,39,79,94,3,173,0.457,0.2871181950978104
2,40,77,99,0,176,0.438,0.11317914307274335
3,1,91,85,0,176,0.517,0.7063708402623409
3,2,89,86,1,175,0.509,0.8798851146775633
3,3,86,89,1,175,0.491,0.8798851146775633
3,4,85,89,2,174,0.489,0.8201708574029797
3,5,85,90,1,175,0.486,0.7624694402612479
3,6,85,91,0,176,0.483,0.7063708402623409
3,7,85,91,0,176,0.483,0.7063708402623409
3,8,85,91,0,176,0.483,0.7063708402623409
3,9,86,90,0,176,0.489,0.8211772774694054
3,10,86,90,0,176,0.489,0.8211772774694054
3,11,87,89,0,176,0.494,0.9399425573387807
3,12,87,89,0,176,0.494,0.9399425573387807
3,13,86,90,0,176,0.489,0.8211772774694054
3,14,84,91,1,175,0.48,0.6502722402634351
3,15,85,91,0,176,0.483,0.7063708402623409
3,16,85,91,0,176,0.483,0.7063708402623409
3,17,85,90,1,175,0.486,0.7624694402612479
3,18,85,91,0,176,0.483,0.7063708402623409
3,19,84,92,0,176,0.477,0.597872449055666
3,20,84,92,0,176,0.477,0.597872449055666
3,21,84,92,0,176,0.477,0.597872449055666
3,22,84,92,0,176,0.477,0.597872449055666
3,23,86,90,0,176,0.489,0.8211772774694054
3,24,86,90,0,176,0.489,0.8211772774694054
3,25,86,90,0,176,0.489,0.8211772774694054
3,26,86,80,10,166,0.518,0.6980840547607374
3,27,86,90,0,176,0.489,0.8211772774694054
3,28,85,90,1,175,0.486,0.7624694402612479
3,29,86,90,0,176,0.489,0.8211772774694054
3,30,86,90,0,176,0.489,0.8211772774694054
3,31,86,90,0,176,0.489,0.8211772774694054
3,32,86,90,0,176,0.489,0.8211772774694054
3,33,86,90,0,176,0.489,0.8211772774694054
3,34,86,90,0,176,0.489,0.8211772774694054
3,35,86,90,0,176,0.489,0.8211772774694054
3,36,86,90,0,176,0.489,0.8211772774694054
3,37,85,91,0,176,0.483,0.7063708402623409
3,38,84,92,0,176,0.477,0.597872449055666
3,39,83,93,0,176,0.472,0.4976293702234113
3,40,83,93,0,176,0.472,0.4976293702234113
3,41,82,94,0,176,0.466,0.4070872345039547
3,42,82,94,0,176,0.466,0.4070872345039547
3,43,81,94,1,175,0.463,0.3643883864089852
3,44,80,94,2,174,0.46,0.3243734659085548
3,45,81,94,1,175,0.463,0.3643883864089852
3,46,82,94,0,176,0.466,0.4070872345039547
3,47,82,92,2,174,0.471,0.49516885828843843
4,1,92,81,3,173,0.532,0.4471778770995291
4,2,89,85,2,174,0.511,0.8201708574029797
4,3,93,82,1,175,0.531,0.4497860825989258
4,4,91,85,0,176,0.517,0.7063708402623409
4,5,91,85,0,176,0.517,0.7063708402623409
4,6,91,85,0,176,0.517,0.7063708402623409
4,7,91,85,0,176,0.517,0.7063708402623409
4,8,91,85,0,176,0.517,0.7063708402623409
4,9,91,85,0,176,0.517,0.7063708402623409
4,10,91,85,0,176,0.517,0.7063708402623409
4,11,91,85,0,176,0.517,0.7063708402623409
4,12,91,85,0,176,0.517,0.7063708402623409
4,13,91,85,0,176,0.517,0.7063708402623409
4,14,89,86,1,175,0.509,0.8798851146775633
4,15,88,87,1,175,0.503,1.0
4,16,87,88,1,175,0.497,1.0
4,17,84,91,1,175,0.48,0.6502722402634351
4,18,85,89,2,174,0.489,0.8201708574029797
4,19,87,89,0,176,0.494,0.9399425573387807
4,20,87,89,0,176,0.494,0.9399425573387807
4,21,87,88,1,175,0.497,1.0
4,22,83,93,0,176,0.472,0.4976293702234113
4,23,81,93,2,174,0.466,0.4044033069094145
4,24,85,91,0,176,0.483,0.7063708402623409
4,25,85,90,1,175,0.486,0.7624694402612479
4,26,85,91,0,176,0.483,0.7063708402623409
4,27,85,91,0,176,0.483,0.7063708402623409
4,28,85,91,0,176,0.483,0.7063708402623409
4,29,82,94,0,176,0.466,0.4070872345039547
4,30,83,92,1,175,0.474,0.5454726578478973
4,31,84,91,1,175,0.48,0.6502722402634351
4,32,85,90,1,175,0.486,0.7624694402612479
4,33,86,90,0,176,0.489,0.8211772774694054
4,34,85,89,2,174,0.489,0.8201708574029797
4,35,85,91,0,176,0.483,0.7063708402623409
4,36,84,92,0,176,0.477,0.597872449055666
4,37,89,87,0,176,0.506,0.9399425573387807
4,38,81,84,11,165,0.491,0.8763306838960284
5,1,86,90,0,176,0.489,0.8211772774694054
5,2,87,89,0,176,0.494,0.9399425573387807
5,3,85,90,1,175,0.486,0.7624694402612479
5,4,86,90,0,176,0.489,0.8211772774694054
5,5,87,89,0,176,0.494,0.9399425573387807
5,6,88,88,0,176,0.5,1.0
5,7,88,88,0,176,0.5,1.0
5,8,86,90,0,176,0.489,0.8211772774694054
5,9,86,90,0,176,0.489,0.8211772774694054
5,10,87,87,2,174,0.5,1.0
5,11,89,87,0,176,0.506,0.9399425573387807
5,12,90,86,0,176,0.511,0.8211772774694054
5,13,90,86,0,176,0.511,0.8211772774694054
5,14,90,86,0,176,0.511,0.8211772774694054
5,15,90,86,0,176,0.511,0.8211772774694054
5,16,89,86,1,175,0.509,0.8798851146775633
5,17,90,86,0,176,0.511,0.8211772774694054
5,18,90,86,0,176,0.511,0.8211772774694054
5,19,90,86,0,176,0.511,0.8211772774694054
5,20,92,84,0,176,0.523,0.597872449055666
5,21,91,84,1,175,0.52,0.6502722402634351
5,22,92,84,0,176,0.523,0.597872449055666
5,23,92,84,0,176,0.523,0.597872449055666
5,24,92,84,0,176,0.523,0.597872449055666
5,25,92,84,0,176,0.523,0.597872449055666
5,26,92,84,0,176,0.523,0.597872449055666
5,27,92,84,0,176,0.523,0.597872449055666
5,28,92,83,1,175,0.526,0.5454726578478973
5,29,91,82,3,173,0.526,0.5431598394773467
5,30,94,82,0,176,0.534,0.4070872345039547
5,31,93,83,0,176,0.528,0.4976293702234113
5,32,95,80,1,175,0.543,0.2898925237752056
5,33,95,80,1,175,0.543,0.2898925237752056
5,34,96,80,0,176,0.545,0.25813376128396426
5,35,97,79,0,176,0.551,0.19990936338335355
5,36,98,78,0,176,0.557,0.15188924140346732
5,37,98,78,0,176,0.557,0.15188924140346732
5,38,98,78,0,176,0.557,0.15188924140346732
5,39,96,78,2,174,0.552,0.19733841594358534
5,40,97,79,0,176,0.551,0.19990936338335355
5,41,97,79,0,176,0.551,0.19990936338335355
5,42,98,78,0,176,0.557,0.15188924140346732
5,43,99,77,0,176,0.563,0.11317914307274335
5,44,98,78,0,176,0.557,0.15188924140346732
5,45,96,79,1,175,0.549,0.22637499879272135
5,46,95,81,0,176,0.54,0.32714045509209616
5,47,95,80,1,175,0.543,0.2898925237752056
5,48,96,80,0,176,0.545,0.25813376128396426
5,49,97,79,0,176,0.551,0.19990936338335355
5,50,96,80,0,176,0.545,0.25813376128396426
5,51,88,87,1,175,0.503,1.0
5,52,90,86,0,176,0.511,0.8211772774694054
5,53,88,84,4,172,0.512,0.8191472524347494
5,54,91,82,3,173,0.526,0.5431598394773467
